protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
O65639	1.0437001531723036	0.12606723650167403	13.718782160732998	8.278916728363791	1.056574728327516e-6	7.025433454774751e-6	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT4G36020	AtCSP1;<br>cold shock domain protein 1;<br>cold shock protein 1;<br>CSP1;<br>T19K4.150;<br>T19K4_150	cytoplasm; nucleus; plasma membrane	cold acclimation; DNA duplex unwinding; response to cold; response to salt stress; response to water deprivation; RNA secondary structure unwinding	DNA binding; double-stranded DNA binding; metal ion binding; mRNA binding; nucleic acid binding; RNA binding; single-stranded DNA binding; zinc ion binding	cold shock domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:829758]	Zinc finger, CCHC-type; Cold-shock protein, DNA-binding; Cold shock domain; Nucleic acid-binding, OB-fold; Cold-shock (CSD) domain; Zinc finger, CCHC-type superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28297	1.6496558768983334	0.20638446917740455	13.841660259998234	7.993120235613841	1.4920472233621798e-6	9.403729488059792e-6	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G21720	isocitrate lyase	cytoplasm; glyoxysome; peroxisome	carboxylic acid metabolic process; glyoxylate cycle; tricarboxylic acid cycle	catalytic activity; isocitrate lyase activity; lyase activity; metal ion binding	isocitrate lyase [Source:NCBI gene (formerly Entrezgene);Acc:821726]	Isocitrate lyase; Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily; Isocitrate lyase/phosphorylmutase, conserved site; ICL/PEPM domain; Pyruvate kinase-like domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8VZM1	1.5835484499340844	0.20713510199129295	13.049495924368143	7.645002873538304	3.5777384804893287e-6	2.0175727760227796e-5	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G80410	EMBRYO DEFECTIVE 2753;<br>OMA;<br>OMISHA;<br>T21F11.26;<br>T21F11_26	cytoplasm	NA	protein binding	tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844381]	Tetratricopeptide repeat 1; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat; N-terminal acetyltransferase A, auxiliary subunit	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FFD8	1.0722851442309107	0.18231875034618808	13.812865610275027	5.881376118445571	4.219804805265194e-5	1.7777050030691666e-4	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G16470	MBS2;<br>METHYLENE BLUE SENSITIVITY 2;<br>MQK4.20;<br>MQK4_20	cytoplasm; cytoplasmic stress granule; nucleus; plastid	cellular response to singlet oxygen; leaf senescence; regulation of DNA-templated transcription; regulation of leaf senescence; response to photooxidative stress	DNA-binding transcription factor activity	zinc finger (C2H2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:831508]	Zinc finger protein MBS1/2-like	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LZC3	1.0745720906708034	0.10002714809856617	12.669504713145605	10.74280443957001	9.926869139535541e-8	9.080101504096055e-7	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G03860	malate synthase;<br>MED24.5	glyoxysome; peroxisome	glyoxylate cycle; tricarboxylic acid cycle	catalytic activity; malate synthase activity; transferase activity	malate synthase [Source:NCBI gene (formerly Entrezgene);Acc:831690]	Malate synthase; Malate synthase A; Malate synthase superfamily; Malate synthase, conserved site; Malate synthase, C-terminal superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9M4B5	1.1059882526965898	0.11565824365612729	13.938838048483996	9.562554451240771	1.6822463858194673e-7	1.3814576311199496e-6	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G08780	ABI3-interacting protein 3;<br>F22O13.27;<br>F22O13_27;<br>PFD4;<br>PREFOLDIN 4	cytoplasm; nucleus; prefoldin complex	cellular response to gibberellin stimulus; cold acclimation; cortical microtubule organization; mRNA processing; protein folding; response to cold; response to salt stress	Hsp90 protein binding; protein binding; unfolded protein binding	ABI3-interacting protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:837400]	Prefoldin beta-like; Prefoldin, subunit 4	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A1I9LM38	3.6741148030698607	0.28957880682848575	13.164439306356156	12.687789010906442	9.262876081445633e-9	1.2504882709951605e-7	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G01920	F28J7.25	NA	NA	double-stranded RNA binding	DHBP synthase RibB-like alpha/beta domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:821220]	YrdC-like domain; DHBP synthase RibB-like alpha/beta domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LDI9	2.3794083183618	0.2676680776443738	10.794059910862831	8.88939891264547	2.7064762704342445e-6	1.5812920373487947e-5	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G69250	F4N2.20	cytoplasm; intracellular organelle; mitochondrion	NA	mRNA binding; nucleic acid binding; RNA binding	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843256]	RNA recognition motif domain; Nuclear transport factor 2 domain; Nucleotide-binding alpha-beta plait domain superfamily; Nuclear transport factor 2, eukaryote; NTF2-like domain superfamily; RNA-binding domain superfamily; Ras GTPase-activating protein-binding protein	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8VZM1	1.2098815669028329	0.19825047278988872	13.049495924368143	6.102792845216054	3.702038031794996e-5	1.4824790500356588e-4	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G80410	EMBRYO DEFECTIVE 2753;<br>OMA;<br>OMISHA;<br>T21F11.26;<br>T21F11_26	cytoplasm	NA	protein binding	tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844381]	Tetratricopeptide repeat 1; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat; N-terminal acetyltransferase A, auxiliary subunit	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94K75	2.5758103708766105	0.3731806760617816	12.744170092009544	6.902314444733399	1.2009131358169525e-5	5.194240796179148e-5	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G06190	F9P14.5;<br>F9P14_5;<br>Rho-N 1	chloroplast; extracellular region; plastid	chloroplast mRNA processing; chloroplast rRNA processing; DNA-templated transcription termination	mRNA binding; protein binding; protein self-association; RNA binding; rRNA binding	Rho termination factor [Source:NCBI gene (formerly Entrezgene);Acc:837128]	Rho termination factor, N-terminal	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FMD7	2.9683040105731107	0.14673036028050063	11.584309147451696	20.22965121123318	2.1316426269975663e-10	4.468926072129015e-9	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G16590	Leucine rich repeat protein 1;<br>LRR1;<br>MTG13.3;<br>MTG13_3	membrane; plant-type cell wall; plasma membrane; plasmodesma; plastid	phosphorylation; protein phosphorylation; response to symbiotic fungus	ATP binding; kinase activity; nucleotide binding; protein binding; protein kinase activity	Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831521]	Protein kinase domain; Protein kinase-like domain superfamily; Leucine-rich repeat-containing N-terminal, plant-type; Leucine-rich repeat domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FMU6	1.1984105622083676	0.22379995031152808	10.956065195228144	5.354829438255853	2.3529477586360217e-4	8.078907333120214e-4	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G14040	mitochondrial phosphate transporter 3;<br>MPT3;<br>MUA22.4;<br>MUA22_4;<br>phosphate transporter 3;1	membrane; mitochondrial inner membrane; mitochondrion; plant-type cell wall; plant-type vacuole	mitochondrial phosphate ion transmembrane transport; response to salt stress	inorganic phosphate transmembrane transporter activity; mRNA binding	phosphate transporter 3;1 [Source:NCBI gene (formerly Entrezgene);Acc:831252]	Mitochondrial substrate/solute carrier; Mitochondrial carrier domain superfamily; Mitochondrial phosphate carrier protein Pic2/Mir1-like	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.184174944067509	0.08108984541794155	9.597164827984251	14.603245794392697	7.131912513048734e-8	5.648474710334597e-7	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LEY9	1.3924769408117403	0.40769996424611654	10.22736670834821	3.415445334626379	0.00639010900046662	0.0172794753244788	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G08180	T22D6.120;<br>T22D6_120	nucleolus; nucleus; ribonucleoprotein complex; sno(s)RNA-containing ribonucleoprotein complex	ribosome biogenesis; rRNA processing; rRNA pseudouridine synthesis	mRNA binding; RNA binding	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein [Source:NCBI gene (formerly Entrezgene);Acc:830714]	H/ACA ribonucleoprotein complex, subunit Nhp2, eukaryote; Ribosomal protein L7Ae/L30e/S12e/Gadd45; Ribosomal protein L7Ae/L8/Nhp2 family; 50S ribosomal protein L30e-like	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9M4B5	1.056381088516767	0.11585379566935712	13.938838048483996	9.11822597104754	2.996812160098369e-7	1.9926564437669007e-6	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G08780	ABI3-interacting protein 3;<br>F22O13.27;<br>F22O13_27;<br>PFD4;<br>PREFOLDIN 4	cytoplasm; nucleus; prefoldin complex	cellular response to gibberellin stimulus; cold acclimation; cortical microtubule organization; mRNA processing; protein folding; response to cold; response to salt stress	Hsp90 protein binding; protein binding; unfolded protein binding	ABI3-interacting protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:837400]	Prefoldin beta-like; Prefoldin, subunit 4	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A1I9LM38	3.5202486762725096	0.2833495966536334	13.164439306356156	12.423693973263926	1.1976822172645058e-8	1.1474568339598653e-7	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G01920	F28J7.25	NA	NA	double-stranded RNA binding	DHBP synthase RibB-like alpha/beta domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:821220]	YrdC-like domain; DHBP synthase RibB-like alpha/beta domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O49285	1.8454952980463304	0.06820208120850631	12.417657325813453	27.059222612346858	2.044964091209685e-12	5.784327000850251e-11	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G76990	ACT domain repeat 3;<br>F22K20.9;<br>F22K20_9	cytosol	NA	amino acid binding	ACT domain repeat 3 [Source:NCBI gene (formerly Entrezgene);Acc:844035]	ACT domain; ACT domain-containing protein ACR1-12; ACT-like domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O49460	1.627616275727466	0.06499047690557012	12.97110408878184	25.043919559051098	2.2847367714128844e-12	6.36156394790275e-11	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT4G28510	ATPHB1;<br>F20O9.200;<br>F20O9_200;<br>prohibitin 1	membrane; mitochondrial inner membrane; mitochondrial respiratory chain complex I; mitochondrion; plant-type vacuole	NA	NA	prohibitin 1 [Source:NCBI gene (formerly Entrezgene);Acc:828969]	Prohibitin; Band 7 domain; Band 7/SPFH domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
